,Date,Temperature,,,
1376,2006-01-08 08:00:00+00:00,-3.8,,,
1377,2006-01-08 09:00:00+00:00,-1.2,,,
1378,2006-01-08 10:00:00+00:00,0.0,,,
1379,2006-01-08 11:00:00+00:00,2.1,,,
1380,2006-01-08 12:00:00+00:00,2.7,,,
1381,2006-01-08 13:00:00+00:00,2.3,,,
1382,2006-01-08 14:00:00+00:00,2.3,,,
1383,2006-01-08 15:00:00+00:00,2.2,,,
1384,2006-01-08 16:00:00+00:00,1.2,,,
1385,2006-01-08 17:00:00+00:00,-1.1,,,
1386,2006-01-08 18:00:00+00:00,-1.2,,,
1387,2006-01-08 19:00:00+00:00,-2.1,,,
1388,2006-01-08 20:00:00+00:00,-2.2,,,
1389,2006-01-08 21:00:00+00:00,-2.8,,,
1390,2006-01-08 22:00:00+00:00,-2.3,,,
1391,2006-01-08 23:00:00+00:00,-3.9,,,
1392,2006-01-09 00:00:00+00:00,-4.9,,,
1393,2006-01-09 01:00:00+00:00,-1.3,,,
1394,2006-01-09 02:00:00+00:00,-4.5,,,
1395,2006-01-09 03:00:00+00:00,-4.6,,,
1396,2006-01-09 04:00:00+00:00,-5.1,,,
1397,2006-01-09 05:00:00+00:00,-5.1,,,
1398,2006-01-09 06:00:00+00:00,-6.2,,,
1399,2006-01-09 07:00:00+00:00,-6.0,,,
1400,2006-01-09 08:00:00+00:00,-5.1,,,
1401,2006-01-09 09:00:00+00:00,-2.9,,,
1402,2006-01-09 10:00:00+00:00,-1.2,,,
1403,2006-01-09 11:00:00+00:00,0.1,,,
1404,2006-01-09 12:00:00+00:00,1.2,,,
1405,2006-01-09 13:00:00+00:00,2.3,,,
1406,2006-01-09 14:00:00+00:00,2.3,,,
1407,2006-01-09 15:00:00+00:00,2.3,,,
1408,2006-01-09 16:00:00+00:00,1.3,,,
1409,2006-01-09 17:00:00+00:00,-0.1,,,
1410,2006-01-09 18:00:00+00:00,-1.2,,,
1411,2006-01-09 19:00:00+00:00,-1.2,,,
1412,2006-01-09 20:00:00+00:00,-1.2,,,
1413,2006-01-09 21:00:00+00:00,-0.7,,,
1414,2006-01-09 22:00:00+00:00,-1.1,,,
1415,2006-01-09 23:00:00+00:00,-1.3,,,
696,2006-01-10 00:00:00+00:00,-1.2,,,
697,2006-01-10 01:00:00+00:00,-2.9,,,
698,2006-01-10 02:00:00+00:00,-1.2,,,
699,2006-01-10 03:00:00+00:00,-1.2,,,
700,2006-01-10 04:00:00+00:00,-1.6,,,
701,2006-01-10 05:00:00+00:00,-1.2,,,
702,2006-01-10 06:00:00+00:00,-1.2,,,
703,2006-01-10 07:00:00+00:00,-1.2,,,
704,2006-01-10 08:00:00+00:00,-1.2,,,
705,2006-01-10 09:00:00+00:00,-1.1,,,
706,2006-01-10 10:00:00+00:00,0.0,,,
707,2006-01-10 11:00:00+00:00,1.2,,,
708,2006-01-10 12:00:00+00:00,2.3,,,
709,2006-01-10 13:00:00+00:00,2.8,,,
710,2006-01-10 14:00:00+00:00,2.9,,,
711,2006-01-10 15:00:00+00:00,2.9,,,
712,2006-01-10 16:00:00+00:00,1.3,,,
713,2006-01-10 17:00:00+00:00,0.1,,,
714,2006-01-10 18:00:00+00:00,-1.0,,,
715,2006-01-10 19:00:00+00:00,-1.3,,,
716,2006-01-10 20:00:00+00:00,-1.5,,,
717,2006-01-10 21:00:00+00:00,-1.8,,,
718,2006-01-10 22:00:00+00:00,-2.3,,,
719,2006-01-10 23:00:00+00:00,-2.8,,,
720,2006-01-11 00:00:00+00:00,-2.9,,,
721,2006-01-11 01:00:00+00:00,-1.5,,,
722,2006-01-11 02:00:00+00:00,-4.0,,,
723,2006-01-11 03:00:00+00:00,-4.5,,,
724,2006-01-11 04:00:00+00:00,-4.8,,,
725,2006-01-11 05:00:00+00:00,-3.9,,,
726,2006-01-11 06:00:00+00:00,-2.9,,,
727,2006-01-11 07:00:00+00:00,-2.9,,,
728,2006-01-11 08:00:00+00:00,-2.5,,,
729,2006-01-11 09:00:00+00:00,-2.4,,,
730,2006-01-11 10:00:00+00:00,-1.1,,,
731,2006-01-11 11:00:00+00:00,-1.0,,,
732,2006-01-11 12:00:00+00:00,0.1,,,
733,2006-01-11 13:00:00+00:00,1.1,,,
734,2006-01-11 14:00:00+00:00,1.2,,,
735,2006-01-11 15:00:00+00:00,1.2,,,
736,2006-01-11 16:00:00+00:00,0.2,,,
737,2006-01-11 17:00:00+00:00,-0.5,,,
738,2006-01-11 18:00:00+00:00,0.0,,,
739,2006-01-11 19:00:00+00:00,-0.1,,,
740,2006-01-11 20:00:00+00:00,-1.0,,,
741,2006-01-11 21:00:00+00:00,-0.6,,,
742,2006-01-11 22:00:00+00:00,-1.0,,,
743,2006-01-11 23:00:00+00:00,-1.1,,,
744,2006-01-12 00:00:00+00:00,-1.6,,,
745,2006-01-12 01:00:00+00:00,-0.6,,,
746,2006-01-12 02:00:00+00:00,-1.6,,,
747,2006-01-12 03:00:00+00:00,-1.1,,,
748,2006-01-12 04:00:00+00:00,-1.0,,,
749,2006-01-12 05:00:00+00:00,-1.1,,,
750,2006-01-12 06:00:00+00:00,-1.1,,,
751,2006-01-12 07:00:00+00:00,-1.1,,,
752,2006-01-12 08:00:00+00:00,-1.1,,,
753,2006-01-12 09:00:00+00:00,-1.0,,,
754,2006-01-12 10:00:00+00:00,0.0,,,
755,2006-01-12 11:00:00+00:00,0.1,,,
756,2006-01-12 12:00:00+00:00,0.1,,,
757,2006-01-12 13:00:00+00:00,1.2,,,
758,2006-01-12 14:00:00+00:00,1.2,,,
759,2006-01-12 15:00:00+00:00,1.2,,,
760,2006-01-12 16:00:00+00:00,0.2,,,
761,2006-01-12 17:00:00+00:00,-0.1,,,
762,2006-01-12 18:00:00+00:00,-0.1,,,
763,2006-01-12 19:00:00+00:00,0.0,,,
764,2006-01-12 20:00:00+00:00,-0.1,,,
765,2006-01-12 21:00:00+00:00,-0.6,,,
766,2006-01-12 22:00:00+00:00,-0.6,,,
767,2006-01-12 23:00:00+00:00,-0.6,,,
768,2006-01-13 00:00:00+00:00,-0.6,,,
769,2006-01-13 01:00:00+00:00,-0.7,,,
770,2006-01-13 02:00:00+00:00,-0.6,,,
771,2006-01-13 03:00:00+00:00,-0.6,,,
772,2006-01-13 04:00:00+00:00,-1.0,,,
773,2006-01-13 05:00:00+00:00,-1.1,,,
774,2006-01-13 06:00:00+00:00,-1.1,,,
775,2006-01-13 07:00:00+00:00,-1.1,,,
776,2006-01-13 08:00:00+00:00,-1.1,,,
777,2006-01-13 09:00:00+00:00,-1.1,,,
778,2006-01-13 10:00:00+00:00,-0.8,,,
779,2006-01-13 11:00:00+00:00,0.1,,,
780,2006-01-13 12:00:00+00:00,0.1,,,
781,2006-01-13 13:00:00+00:00,0.3,,,
782,2006-01-13 14:00:00+00:00,0.1,,,
783,2006-01-13 15:00:00+00:00,0.1,,,
784,2006-01-13 16:00:00+00:00,0.1,,,
785,2006-01-13 17:00:00+00:00,0.1,,,
786,2006-01-13 18:00:00+00:00,0.1,,,
787,2006-01-13 19:00:00+00:00,0.0,,,
788,2006-01-13 20:00:00+00:00,0.0,,,
789,2006-01-13 21:00:00+00:00,0.0,,,
790,2006-01-13 22:00:00+00:00,-0.1,,,
791,2006-01-13 23:00:00+00:00,-0.1,,,
792,2006-01-14 00:00:00+00:00,-0.1,,,
793,2006-01-14 01:00:00+00:00,-3.6,,,
794,2006-01-14 02:00:00+00:00,-0.7,,,
795,2006-01-14 03:00:00+00:00,-0.7,,,
796,2006-01-14 04:00:00+00:00,-0.6,,,
797,2006-01-14 05:00:00+00:00,-0.7,,,
798,2006-01-14 06:00:00+00:00,-0.7,,,
799,2006-01-14 07:00:00+00:00,-0.2,,,
800,2006-01-14 08:00:00+00:00,-0.1,,,
801,2006-01-14 09:00:00+00:00,-0.2,,,
802,2006-01-14 10:00:00+00:00,-0.2,,,
803,2006-01-14 11:00:00+00:00,-0.1,,,
804,2006-01-14 12:00:00+00:00,-0.1,,,
805,2006-01-14 13:00:00+00:00,-0.1,,,
806,2006-01-14 14:00:00+00:00,-0.1,,,
807,2006-01-14 15:00:00+00:00,-0.1,,,
808,2006-01-14 16:00:00+00:00,-0.1,,,
809,2006-01-14 17:00:00+00:00,-0.1,,,
810,2006-01-14 18:00:00+00:00,-1.2,,,
811,2006-01-14 19:00:00+00:00,-2.1,,,
812,2006-01-14 20:00:00+00:00,-2.2,,,
813,2006-01-14 21:00:00+00:00,-2.2,,,
814,2006-01-14 22:00:00+00:00,-3.2,,,
815,2006-01-14 23:00:00+00:00,-3.8,,,
816,2006-01-15 00:00:00+00:00,-4.3,,,
817,2006-01-15 01:00:00+00:00,-3.6,,,
818,2006-01-15 02:00:00+00:00,-4.8,,,
819,2006-01-15 03:00:00+00:00,-5.3,,,
820,2006-01-15 04:00:00+00:00,-5.2,,,
821,2006-01-15 05:00:00+00:00,-4.8,,,
822,2006-01-15 06:00:00+00:00,-3.8,,,
823,2006-01-15 07:00:00+00:00,-4.1,,,
824,2006-01-15 08:00:00+00:00,-2.8,,,
825,2006-01-15 09:00:00+00:00,-2.8,,,
826,2006-01-15 10:00:00+00:00,-2.3,,,
827,2006-01-15 11:00:00+00:00,-2.2,,,
828,2006-01-15 12:00:00+00:00,-2.1,,,
829,2006-01-15 13:00:00+00:00,-2.0,,,
830,2006-01-15 14:00:00+00:00,-2.1,,,
831,2006-01-15 15:00:00+00:00,-2.1,,,
832,2006-01-15 16:00:00+00:00,-2.1,,,
833,2006-01-15 17:00:00+00:00,-2.2,,,
834,2006-01-15 18:00:00+00:00,-2.7,,,
835,2006-01-15 19:00:00+00:00,-2.7,,,
836,2006-01-15 20:00:00+00:00,-2.8,,,
837,2006-01-15 21:00:00+00:00,-2.8,,,
838,2006-01-15 22:00:00+00:00,-3.2,,,
839,2006-01-15 23:00:00+00:00,-3.3,,,
840,2006-01-16 00:00:00+00:00,-3.3,,,
841,2006-01-16 01:00:00+00:00,-4.1,,,
842,2006-01-16 02:00:00+00:00,-3.3,,,
843,2006-01-16 03:00:00+00:00,-3.3,,,
844,2006-01-16 04:00:00+00:00,-3.3,,,
845,2006-01-16 05:00:00+00:00,-2.8,,,
846,2006-01-16 06:00:00+00:00,-3.8,,,
847,2006-01-16 07:00:00+00:00,-3.8,,,
848,2006-01-16 08:00:00+00:00,-3.8,,,
849,2006-01-16 09:00:00+00:00,-3.8,,,
850,2006-01-16 10:00:00+00:00,-3.7,,,
851,2006-01-16 11:00:00+00:00,-3.8,,,
852,2006-01-16 12:00:00+00:00,-2.8,,,
853,2006-01-16 13:00:00+00:00,-3.7,,,
854,2006-01-16 14:00:00+00:00,-2.8,,,
855,2006-01-16 15:00:00+00:00,-3.8,,,
856,2006-01-16 16:00:00+00:00,-3.7,,,
857,2006-01-16 17:00:00+00:00,-3.8,,,
858,2006-01-16 18:00:00+00:00,-3.8,,,
859,2006-01-16 19:00:00+00:00,-3.8,,,
860,2006-01-16 20:00:00+00:00,-3.8,,,
861,2006-01-16 21:00:00+00:00,-3.8,,,
862,2006-01-16 22:00:00+00:00,-3.8,,,
863,2006-01-16 23:00:00+00:00,-3.8,,,
864,2006-01-17 00:00:00+00:00,-4.3,,,
865,2006-01-17 01:00:00+00:00,-2.1,,,
866,2006-01-17 02:00:00+00:00,-4.3,,,
867,2006-01-17 03:00:00+00:00,-4.3,,,
868,2006-01-17 04:00:00+00:00,-4.4,,,
869,2006-01-17 05:00:00+00:00,-4.9,,,
870,2006-01-17 06:00:00+00:00,-4.9,,,
871,2006-01-17 07:00:00+00:00,-4.8,,,
872,2006-01-17 08:00:00+00:00,-4.9,,,
873,2006-01-17 09:00:00+00:00,-3.9,,,
874,2006-01-17 10:00:00+00:00,-3.9,,,
875,2006-01-17 11:00:00+00:00,-3.8,,,
876,2006-01-17 12:00:00+00:00,-3.8,,,
877,2006-01-17 13:00:00+00:00,-3.8,,,
878,2006-01-17 14:00:00+00:00,-2.8,,,
879,2006-01-17 15:00:00+00:00,-3.8,,,
880,2006-01-17 16:00:00+00:00,-3.7,,,
881,2006-01-17 17:00:00+00:00,-3.8,,,
882,2006-01-17 18:00:00+00:00,-3.8,,,
883,2006-01-17 19:00:00+00:00,-3.7,,,
884,2006-01-17 20:00:00+00:00,-3.8,,,
885,2006-01-17 21:00:00+00:00,-3.3,,,
886,2006-01-17 22:00:00+00:00,-3.1,,,
887,2006-01-17 23:00:00+00:00,-2.7,,,
888,2006-01-18 00:00:00+00:00,-2.2,,,
889,2006-01-18 01:00:00+00:00,1.2,,,
890,2006-01-18 02:00:00+00:00,-0.6,,,
891,2006-01-18 03:00:00+00:00,0.5,,,
892,2006-01-18 04:00:00+00:00,1.2,,,
893,2006-01-18 05:00:00+00:00,2.2,,,
894,2006-01-18 06:00:00+00:00,2.2,,,
895,2006-01-18 07:00:00+00:00,2.8,,,
896,2006-01-18 08:00:00+00:00,2.3,,,
897,2006-01-18 09:00:00+00:00,2.8,,,
898,2006-01-18 10:00:00+00:00,3.8,,,
899,2006-01-18 11:00:00+00:00,2.8,,,
900,2006-01-18 12:00:00+00:00,2.9,,,
901,2006-01-18 13:00:00+00:00,3.9,,,
902,2006-01-18 14:00:00+00:00,3.9,,,
903,2006-01-18 15:00:00+00:00,2.8,,,
904,2006-01-18 16:00:00+00:00,2.9,,,
905,2006-01-18 17:00:00+00:00,2.3,,,
906,2006-01-18 18:00:00+00:00,2.2,,,
907,2006-01-18 19:00:00+00:00,1.8,,,
908,2006-01-18 20:00:00+00:00,1.2,,,
909,2006-01-18 21:00:00+00:00,0.7,,,
910,2006-01-18 22:00:00+00:00,0.7,,,
911,2006-01-18 23:00:00+00:00,0.1,,,
912,2006-01-19 00:00:00+00:00,0.7,,,
913,2006-01-19 01:00:00+00:00,-4.2,,,
914,2006-01-19 02:00:00+00:00,2.3,,,
915,2006-01-19 03:00:00+00:00,2.2,,,
916,2006-01-19 04:00:00+00:00,1.7,,,
917,2006-01-19 05:00:00+00:00,1.1,,,
918,2006-01-19 06:00:00+00:00,1.1,,,
919,2006-01-19 07:00:00+00:00,0.1,,,
920,2006-01-19 08:00:00+00:00,0.0,,,
921,2006-01-19 09:00:00+00:00,-1.1,,,
922,2006-01-19 10:00:00+00:00,-1.0,,,
923,2006-01-19 11:00:00+00:00,-1.1,,,
924,2006-01-19 12:00:00+00:00,-1.0,,,
925,2006-01-19 13:00:00+00:00,-0.9,,,
926,2006-01-19 14:00:00+00:00,-1.0,,,
927,2006-01-19 15:00:00+00:00,-1.0,,,
928,2006-01-19 16:00:00+00:00,-0.1,,,
929,2006-01-19 17:00:00+00:00,-1.1,,,
930,2006-01-19 18:00:00+00:00,-2.2,,,
931,2006-01-19 19:00:00+00:00,-2.6,,,
932,2006-01-19 20:00:00+00:00,-2.8,,,
933,2006-01-19 21:00:00+00:00,-3.9,,,
934,2006-01-19 22:00:00+00:00,-3.8,,,
935,2006-01-19 23:00:00+00:00,-4.9,,,
960,2006-01-20 00:00:00+00:00,-5.4,,,
961,2006-01-20 01:00:00+00:00,-1.7,,,
962,2006-01-20 02:00:00+00:00,-5.5,,,
963,2006-01-20 03:00:00+00:00,-5.5,,,
964,2006-01-20 04:00:00+00:00,-5.4,,,
965,2006-01-20 05:00:00+00:00,-5.0,,,
966,2006-01-20 06:00:00+00:00,-3.9,,,
967,2006-01-20 07:00:00+00:00,-3.8,,,
968,2006-01-20 08:00:00+00:00,-3.8,,,
969,2006-01-20 09:00:00+00:00,-2.8,,,
970,2006-01-20 10:00:00+00:00,-2.1,,,
971,2006-01-20 11:00:00+00:00,-2.0,,,
972,2006-01-20 12:00:00+00:00,-1.0,,,
973,2006-01-20 13:00:00+00:00,0.1,,,
974,2006-01-20 14:00:00+00:00,0.2,,,
975,2006-01-20 15:00:00+00:00,0.1,,,
976,2006-01-20 16:00:00+00:00,-0.8,,,
977,2006-01-20 17:00:00+00:00,-1.0,,,
978,2006-01-20 18:00:00+00:00,-1.1,,,
979,2006-01-20 19:00:00+00:00,-1.0,,,
980,2006-01-20 20:00:00+00:00,-1.1,,,
981,2006-01-20 21:00:00+00:00,-1.1,,,
982,2006-01-20 22:00:00+00:00,-1.0,,,
983,2006-01-20 23:00:00+00:00,-1.1,,,
984,2006-01-21 00:00:00+00:00,-1.1,,,
985,2006-01-21 01:00:00+00:00,0.3,,,
986,2006-01-21 02:00:00+00:00,-1.2,,,
987,2006-01-21 03:00:00+00:00,-1.2,,,
988,2006-01-21 04:00:00+00:00,-1.2,,,
989,2006-01-21 05:00:00+00:00,-2.2,,,
990,2006-01-21 06:00:00+00:00,-2.7,,,
991,2006-01-21 07:00:00+00:00,-2.6,,,
992,2006-01-21 08:00:00+00:00,-2.2,,,
993,2006-01-21 09:00:00+00:00,-1.1,,,
994,2006-01-21 10:00:00+00:00,0.1,,,
995,2006-01-21 11:00:00+00:00,2.2,,,
996,2006-01-21 12:00:00+00:00,3.8,,,
997,2006-01-21 13:00:00+00:00,4.9,,,
998,2006-01-21 14:00:00+00:00,6.2,,,
999,2006-01-21 15:00:00+00:00,6.2,,,
1000,2006-01-21 16:00:00+00:00,3.4,,,
1001,2006-01-21 17:00:00+00:00,1.3,,,
1002,2006-01-21 18:00:00+00:00,1.3,,,
1003,2006-01-21 19:00:00+00:00,0.3,,,
1004,2006-01-21 20:00:00+00:00,0.1,,,
1005,2006-01-21 21:00:00+00:00,0.2,,,
1006,2006-01-21 22:00:00+00:00,0.6,,,
1007,2006-01-21 23:00:00+00:00,0.6,,,
1008,2006-01-22 00:00:00+00:00,0.6,,,
1009,2006-01-22 01:00:00+00:00,-9.5,,,
1010,2006-01-22 02:00:00+00:00,0.6,,,
1011,2006-01-22 03:00:00+00:00,1.2,,,
1012,2006-01-22 04:00:00+00:00,1.2,,,
1013,2006-01-22 05:00:00+00:00,2.2,,,
1014,2006-01-22 06:00:00+00:00,2.2,,,
1015,2006-01-22 07:00:00+00:00,2.0,,,
1016,2006-01-22 08:00:00+00:00,1.1,,,
1017,2006-01-22 09:00:00+00:00,1.2,,,
1018,2006-01-22 10:00:00+00:00,2.2,,,
1019,2006-01-22 11:00:00+00:00,1.2,,,
1020,2006-01-22 12:00:00+00:00,0.1,,,
1021,2006-01-22 13:00:00+00:00,-0.5,,,
1022,2006-01-22 14:00:00+00:00,-2.0,,,
1023,2006-01-22 15:00:00+00:00,-2.6,,,
